name,salary
Derek Rivers,"$826,224  "
Chauncey Gardner-Johnson,"$826,025  "
Maxx Crosby,"$825,566  "
Anthony Nelson,"$823,021  "
Julian Love,"$822,715  "
Khari Willis,"$821,776  "
Chris Godwin,"$821,041  "
Mitch Wishnowsky,"$821,018  "
Ken Crawley,"$820,000  "
Daniel Brown,"$820,000  "
Andrew Donnal,"$820,000  "
Chaz Green,"$820,000  "
Xavier Grimble,"$820,000  "
Russell Bodine,"$820,000  "
Mike Hull,"$820,000  "
Kendall Sheffield,"$819,197  "
Montravius Adams,"$819,194  "
Bryce Love,"$818,583  "
Justice Hill,"$815,414  "
John Johnson,"$814,688  "
Shaquill Griffin,"$814,655  "
Dru Samia,"$814,280  "
Christian Miller,"$813,552  "
Amani Hooker,"$813,370  "
Austin Bryant,"$812,459  "
Jourdan Lewis,"$812,107  "
Hjalte Froholdt,"$810,153  "
Sheldrick Redwine,"$810,102  "
Gary Jennings,"$807,733  "
Trevon Wesco,"$805,971  "
Benny Snell Jr.,"$805,517  "
Ben Powers,"$804,383  "
Cameron Sutton,"$804,282  "
Phil Haynes,"$802,718  "
Ian Thomas,"$801,999  "
Delano Hill,"$801,682  "
Riley Ridley,"$800,649  "
Renell Wren,"$800,649  "
Kenny Golladay,"$799,081  "
Iman Marshall,"$798,299  "
Jalyn Holmes,"$797,850  "
Keke Coutee,"$797,257  "
Tony Pollard,"$796,945  "
Nyheim Hines,"$796,137  "
Isaiah Johnson,"$795,573  "
Drue Tranquill,"$794,702  "
Cordrea Tankersley,"$794,072  "
Rasul Douglas,"$794,010  "
Trey Hendrickson,"$793,947  "
Nazair Jones,"$793,916  "
Kendell Beckwith,"$793,822  "
Josey Jewell,"$793,496  "
Chris Herndon,"$792,841  "
Wes Martin,"$792,702  "
Ugo Amadi,"$791,299  "
Troy Apke,"$790,909  "
James Conner,"$790,381  "
Jarrett Stidham,"$788,423  "
Brian Allen,"$786,734  "
Greg Gaines,"$786,653  "
Daesean Hamilton,"$785,660  "
Da'shawn Hand,"$785,491  "
D.J. White,"$785,000  "
Tyvis Powell,"$785,000  "
Brian Price,"$785,000  "
Tim Williams,"$785,000  "
Joel Iyiegbuniwe,"$784,644  "
Dorance Armstrong,"$782,499  "
Jordan Whitehead,"$781,814  "
Anthony Averett,"$780,249  "
Kyzir White,"$778,610  "
Will Dissly,"$777,568  "
Jonnu Smith,"$776,572  "
Taron Johnson,"$776,517  "
Kenny Young,"$774,976  "
Armani Watts,"$773,059  "
Durham Smythe,"$773,059  "
Avonte Maddox,"$771,479  "
Ito Smith,"$770,219  "
Willie Henry,"$770,000  "
Cody Kessler,"$770,000  "
Caleb Benenoch,"$770,000  "
Jaleel Johnson,"$769,589  "
Dede Westbrook,"$769,039  "
Tedric Thompson,"$768,001  "
Kentavius Street,"$767,551  "
Will Richardson,"$765,698  "
Rayshawn Jenkins,"$765,552  "
Josh Sweat,"$764,398  "
Carl Lawson,"$763,154  "
Kalen Ballage,"$762,295  "
Josh Reynolds,"$762,005  "
Jaleel Scott,"$760,095  "
Erik Magnunson,"$760,000  "
Mack Hollins,"$758,917  "
Tarik Cohen,"$758,915  "
Ben Gedeon,"$758,287  "
Montae Nicholson,"$754,723  "
Jalen Reeves-Maybin,"$754,722  "
Samson Ebukam,"$753,271  "
John Cominsky,"$752,098  "
Foster Moreau,"$752,098  "
Michael Jordan,"$752,098  "
Shareef Miller,"$751,632  "
Joshua Dobbs,"$749,781  "
Julie'n Davenport,"$746,605  "
David Sharpe,"$746,604  "
Deatrich Wise,"$745,140  "
David Morgan,"$745,000  "
Jamaal Williams,"$741,498  "
Ryan Switzer,"$741,497  "
Marcus Murphy,"$741,000  "
Anthony Lanier,"$735,000  "
Shalom Luani,"$735,000  "
Kentrell Brice,"$735,000  "
Jake Brendel,"$735,000  "
Derrick Kindred,"$735,000  "
Leonard Wester,"$735,000  "
Bronson Kaufusi,"$735,000  "
Matt Lengel,"$735,000  "
Lafayette Pitts,"$735,000  "
Alex Ellis,"$735,000  "
Matt Wile,"$735,000  "
Deiondre' Hall,"$735,000  "
Jordan Leggett,"$735,000  "
Charone Peake,"$735,000  "
Maurice Harris,"$735,000  "
Tommylee Lewis,"$735,000  "
Dalton Schultz,"$728,090  "
John Franklin-Myers,"$728,090  "
Chase Edmonds,"$728,090  "
Marquis Haynes,"$728,090  "
Deionte Thompson,"$717,208  "
Ryquell Armstead,"$716,439  "
Zach Gentry,"$716,115  "
Jalen Thompson,"$715,730  "
Ben Burr-Kirven,"$715,403  "
Ryan Connelly,"$713,723  "
Marvell Tell,"$712,040  "
Matt Gay,"$711,443  "
Amani Oruwariye,"$710,526  "
Dre Greenlaw,"$710,429  "
Vosean Joseph,"$710,324  "
Davis Webb,"$710,000  "
Hunter Renfrow,"$708,987  "
Kingsley Keke,"$708,316  "
Qadree Ollison,"$707,891  "
Ray-Ray McCloud,"$707,750  "
Ross Pierschbacher,"$707,706  "
Andrew Van Ginkel,"$707,695  "
Jordan Scarlett,"$707,353  "
Mack Wilson,"$707,201  "
Justin Hollins,"$706,433  "
Blake Cashman,"$705,773  "
Justin Hamilton,"$705,000  "
Cameron Malveaux,"$705,000  "
Tashawn Bower,"$705,000  "
Anthony Fabiano,"$705,000  "
Jonathan Woodard,"$705,000  "
Jermaine Grace,"$705,000  "
Dalyn Dawkins,"$705,000  "
Daniel Munyer,"$705,000  "
Andy Jones,"$705,000  "
Wayne Gallman,"$704,912  "
Carlos Watkins,"$704,912  "
Marlon Mack,"$704,912  "
Grover Stewart,"$704,912  "
Ryan Glasgow,"$704,912  "
Byron Cowart,"$704,861  "
Daylon Mack,"$704,820  "
Charles Omenihu,"$703,820  "
E.J. Speed,"$702,349  "
Jake Bailey,"$702,245  "
Joe Jackson,"$701,422  "
Easton Stick,"$699,391  "
D'Andre Walker,"$696,687  "
David Edwards,"$696,130  "
Cole Madison,"$696,083  "
R.J. McIntosh,"$695,368  "
Austin Seibert,"$695,114  "
Maurice Hurst,"$694,762  "
Shaquem Griffin,"$694,405  "
D.J. Reed,"$692,843  "
Ja'whaun Bentley,"$690,989  "
Justin Watson,"$690,435  "
Devin Smith,"$690,000  "
Cody Wichmann,"$690,000  "
Chris Landrum,"$690,000  "
Eddie Vanderdoes,"$690,000  "
Corey Levin,"$690,000  "
Eric Saubert,"$690,000  "
Josh Ferguson,"$690,000  "
Charles Tapper,"$690,000  "
Chad Williams,"$690,000  "
Marvin Hall,"$690,000  "
Kyle Sloter,"$690,000  "
Vincent Taylor,"$690,000  "
Josh Jones,"$690,000  "
Garrett Gilbert,"$690,000  "
Eli Ankou,"$690,000  "
Darrell Daniels,"$690,000  "
Tanner Vallejo,"$690,000  "
Trey Edmunds,"$690,000  "
Johnny Holton,"$690,000  "
Paxton Lynch,"$690,000  "
Kalif Raymond,"$690,000  "
T.J. Green,"$690,000  "
Samaje Perine,"$690,000  "
Bilal Nichols,"$689,871  "
Tre Flowers,"$689,682  "
Micah Kiser,"$689,494  "
Cole Holcomb,"$688,721  "
Darius Slayton,"$688,497  "
Jordan Miller,"$688,497  "
Michael Dickson,"$687,538  "
Genard Avery,"$687,237  "
Dane Cruikshank,"$686,974  "
Tyrell Crosby,"$686,921  "
Siran Neal,"$686,504  "
Scott Quessenberry,"$686,063  "
Troy Fumagalli,"$685,451  "
Tyler Conklin,"$685,258  "
Tra Carson,"$685,000  "
Ogbonnia Okoronkwo,"$683,634  "
Jermaine Carter,"$683,344  "
Keesean Johnson,"$682,328  "
Tim Settle,"$682,010  "
Natrell Jamerson,"$681,405  "
Kaden Smith,"$680,002  "
Jaylen Samuels,"$679,517  "
Saquan Hampton,"$678,802  "
Wyatt Teller,"$678,531  "
Gardner Minshew,"$677,721  "
Lamont Gaillard,"$677,034  "
Corey Ballentine,"$676,302  "
Jamarco Jones,"$676,251  "
Jaquan Johnson,"$676,085  "
