name,salary
Hunter Henry,"$1,595,077  "
Dalvin Cook,"$1,588,334  "
Myles Jack,"$1,583,610  "
Marcus Williams,"$1,560,110  "
Chris Jones,"$1,557,807  "
Michael Wilhoite,"$1,550,000  "
Ray-Ray Armstrong,"$1,550,000  "
Sidney Jones,"$1,535,023  "
Xavien Howard,"$1,532,010  "
Landon Collins,"$1,530,139  "
Dennis Kelly,"$1,525,000  "
Donovan Smith,"$1,517,215  "
Tress Way,"$1,517,000  "
Gerald Everett,"$1,511,117  "
Noah Spence,"$1,509,075  "
Mario Edwards,"$1,504,291  "
Christian Jones,"$1,500,000  "
Lance Dunbar,"$1,500,000  "
Ethan Westbrooks,"$1,500,000  "
Phillip Supernaw,"$1,500,000  "
Sterling Shepard,"$1,486,143  "
Brian Hoyer,"$1,480,490  "
T.J. Yeldon,"$1,478,444  "
Adam Shaheen,"$1,477,634  "
Devin Smith,"$1,468,105  "
Reggie Ragland,"$1,460,343  "
Cody Davis,"$1,458,333  "
Chris Hairston,"$1,450,000  "
Brock Coyle,"$1,450,000  "
Allen Barbre,"$1,450,000  "
Preston Smith,"$1,444,839  "
Quincy Wilson,"$1,441,569  "
Kamalei Correa,"$1,437,410  "
Sherrick McManis,"$1,425,000  "
Eddie Goldman,"$1,421,579  "
Austin Johnson,"$1,415,557  "
Michael Floyd,"$1,410,000  "
Anthony Levine,"$1,400,000  "
Brandon Fusco,"$1,400,000  "
Tyus Bowser,"$1,393,903  "
Xavier Su'a-Filo,"$1,387,900  "
Jihad Ward,"$1,384,950  "
Devin Funchess,"$1,380,222  "
DeMarcus Lawrence,"$1,376,663  "
Joe Mixon,"$1,362,544  "
Derrick Henry,"$1,351,982  "
Wes Horton,"$1,350,000  "
Senio Kelemete,"$1,350,000  "
Eric Kush,"$1,350,000  "
Evander Hood,"$1,350,000  "
Robert Turbin,"$1,350,000  "
Don Carey,"$1,350,000  "
Benardrick McKinney,"$1,336,281  "
Josh Gordon,"$1,335,412  "
Ryan Anderson,"$1,331,181  "
Hau'oli Kikaha,"$1,316,578  "
Austin Seferian-Jenkins,"$1,313,730  "
A'Shawn Robinson,"$1,308,409  "
Chris Banjo,"$1,300,000  "
Colton Schmidt,"$1,300,000  "
LaRoy Reynolds,"$1,300,000  "
Dion Lewis,"$1,300,000  "
Coty Sensabaugh,"$1,300,000  "
Justin Evans,"$1,299,824  "
Marqise Lee,"$1,293,506  "
Eric Kendricks,"$1,288,980  "
Michael Thomas,"$1,279,743  "
DeMarcus Walker,"$1,268,465  "
Darrius Heyward-Bey,"$1,266,667  "
Jaquiski Tartt,"$1,259,254  "
LaMarcus Joyner,"$1,257,545  "
Jason Spriggs,"$1,251,073  "
Albert McClellan,"$1,250,000  "
Fozzy Whittaker,"$1,250,000  "
Mason Foster,"$1,250,000  "
LeGarrette Blount,"$1,250,000  "
Tank Carder,"$1,250,000  "
Jordan Matthews,"$1,237,317  "
DeShone Kizer,"$1,237,104  "
James Develin,"$1,225,000  "
Jarran Reed,"$1,222,409  "
Eric Rowe,"$1,219,966  "
Weston Richburg,"$1,219,338  "
Eric Weems,"$1,212,500  "
Jalen Tabor,"$1,205,745  "
James Hurst,"$1,200,000  "
Michael Campanaro,"$1,200,000  "
Colin Jones,"$1,200,000  "
Frank Zombo,"$1,200,000  "
Nate Ebner,"$1,200,000  "
LaAdrian Waddle,"$1,200,000  "
Deshawn Shead,"$1,200,000  "
Geno Smith,"$1,200,000  "
Kenny Britt,"$1,200,000  "
Denzel Perryman,"$1,194,119  "
Nick Martin,"$1,193,743  "
Paul Richardson,"$1,178,209  "
Raekwon McMillan,"$1,174,384  "
Mitch Morse,"$1,168,269  "
Vladimir Ducasse,"$1,166,667  "
Christian Hackenberg,"$1,165,076  "
Zak DeOssie,"$1,157,500  "
Richard Ash,"$1,155,000  "
Cedric Peerman,"$1,150,000  "
Courtney Upshaw,"$1,150,000  "
Beau Brinkley,"$1,150,000  "
Nate Palmer,"$1,150,000  "
Dalvin Tomlinson,"$1,143,025  "
Ronald Darby,"$1,142,423  "
Deion Jones,"$1,136,410  "
Kyle Love,"$1,130,000  "
Mitch Unrein,"$1,130,000  "
Obi Melifonwu,"$1,127,345  "
Ryan Griffin,"$1,125,000  "
Morgan Cox,"$1,120,000  "
Trent Murphy,"$1,118,200  "
Zach Cunningham,"$1,117,936  "
Nate Orchard,"$1,116,576  "
Clark Harris,"$1,115,000  "
Su'a Cravens,"$1,107,742  "
Mike Windt,"$1,102,500  "
Ethan Pocic,"$1,102,258  "
J.J. Jansen,"$1,100,000  "
Don Jones,"$1,100,000  "
Nick Sundberg,"$1,100,000  "
Sealver Siliga,"$1,100,000  "
Shareece Wright,"$1,100,000  "
Ryan Davis,"$1,100,000  "
L.P. Ladouceur,"$1,100,000  "
Brice Butler,"$1,100,000  "
Tavon Wilson,"$1,100,000  "
Blair Walsh,"$1,100,000  "
Ross Cockrell,"$1,100,000  "
Orleans Darkwa,"$1,100,000  "
Luke Stocker,"$1,100,000  "
Jordan Phillips,"$1,090,727  "
Tanoh Kpassagnon,"$1,080,306  "
Frostee Rucker,"$1,080,000  "
Don Muhlbach,"$1,080,000  "
Jon Condo,"$1,080,000  "
Mackensie Alexander,"$1,079,076  "
Eddie Pleasant,"$1,075,000  "
Chidobe Awuzie,"$1,070,897  "
Jake Fisher,"$1,064,880  "
Charley Hughlett,"$1,061,667  "
Josh Jones,"$1,058,353  "
Cody Whitehair,"$1,056,142  "
Jeremiah Attaochu,"$1,050,775  "
JuJu Smith-Schuster,"$1,048,945  "
Dion Dawkins,"$1,045,810  "
T.J. Green,"$1,041,810  "
Taylor Moton,"$1,039,538  "
Ameer Abdullah,"$1,039,032  "
Tyler Shatley,"$1,027,500  "
Sean Davis,"$1,021,743  "
Adam Bisnowaty,"$1,020,000  "
Kyle Nelson,"$1,020,000  "
Maxx Williams,"$1,013,185  "
Brandon Tate,"$1,010,000  "
Troy Niklas,"$1,005,825  "
Cyrus Jones,"$1,001,676  "
James Harrison,"$1,000,000  "
Dwight Freeney,"$1,000,000  "
Kevin McDermott,"$1,000,000  "
Khalif Barnes,"$1,000,000  "
John Kuhn,"$1,000,000  "
Leon Hall,"$1,000,000  "
Tony McDaniel,"$1,000,000  "
Eric Winston,"$1,000,000  "
Mike Nugent,"$1,000,000  "
Pat Sims,"$1,000,000  "
Darren Fells,"$1,000,000  "
MarQueis Gray,"$1,000,000  "
Kellen Clemens,"$1,000,000  "
John Sullivan,"$999,999  "
Derek Carrier,"$995,000  "
Vonn Bell,"$993,075  "
Rob Havenstein,"$992,505  "
James Bradberry,"$990,209  "
Mike Pennel,"$990,000  "
Marcus Smith,"$990,000  "
Kapri Bibbs,"$987,500  "
Adam Gotsis,"$984,476  "
Tramaine Brock,"$980,000  "
Mike Tolbert,"$980,000  "
Andrew Hawkins,"$980,000  "
Alterraun Verner,"$980,000  "
John Denney,"$980,000  "
Markus Golden,"$979,583  "
Larry Ogunjobi,"$976,816  "
Jon Weeks,"$975,000  "
Oday Aboushi,"$975,000  "
Ahkello Witherspoon,"$971,166  "
Alvin Kamara,"$964,443  "
Tyler Bray,"$962,500  "
Dawuane Smoot,"$961,566  "
Ty Sambrailo,"$961,489  "
Steven Means,"$960,000  "
Cooper Kupp,"$957,940  "
Randy Gregory,"$953,734  "
Ali Marpet,"$943,397  "
Jeremy Hill,"$938,401  "
Pat Elflein,"$936,960  "
Quinten Rollins,"$935,642  "
Frank Clark,"$933,056  "
Dan Feeney,"$932,908  "
Jordan Richards,"$927,887  "
Cody Latimer,"$927,163  "
Keith Tandy,"$925,000  "
Carlos Hyde,"$920,420  "
Taywan Taylor,"$920,253  "
Kevin Byard,"$908,572  "
Andre Ellington,"$905,000  "
Jordan Willis,"$904,350  "
Carson Tinker,"$903,542  "
Alex Boone,"$900,000  "
Chase Daniel,"$900,000  "
Clay Harbor,"$900,000  "
Caleb Sturgis,"$900,000  "
Chandler Catanzaro,"$900,000  "
Garrison Sanborn,"$900,000  "
Brett Goode,"$900,000  "
Leger Douzable,"$900,000  "
Arthur Jones,"$900,000  "
Dannell Ellerbe,"$900,000  "
Louis Murphy,"$900,000  "
William Beatty,"$900,000  "
Sterling Moore,"$900,000  "
Bryan Braman,"$900,000  "
Lamarr Houston,"$900,000  "
Ramon Humber,"$900,000  "
Colt Anderson,"$900,000  "
Joe Webb,"$900,000  "
John Phillips,"$900,000  "
C.J. Spiller,"$900,000  "
Ahtyba Rubin,"$900,000  "
Josh Johnson,"$900,000  "
Sam Young,"$900,000  "
Ricky Jean Francois,"$900,000  "
Tre Boston,"$900,000  "
Byron Maxwell,"$900,000  "
Kelvin Sheppard,"$900,000  "
Nick Novak,"$900,000  "
John Greco,"$900,000  "
Carl Nassib,"$899,716  "
Blaine Gabbert,"$895,000  "
Jack Mewhort,"$893,450  "
James Winchester,"$890,000  "
Chris Wormley,"$889,911  "
Maliek Collins,"$887,545  "
Kony Ealy,"$886,707  "
Amini Silatolu,"$885,000  "
Chris Carter,"$885,000  "
Davis Webb,"$884,230  "
Arrelious Benn,"$882,500  "
C.J. Beathard,"$882,162  "
Duke Riley,"$879,438  "
